Pieturas nosaukums,Pieturas kods,Vienotais kods,Platums,Garums,Ce?a puse,Ce?a numurs,Iela,Novads,Pagasts,Ciemats
Kn?veri,1133,929,56.4719764,21.5832078,Kreis?,P114,,Priekules novads,Priekules pagasts,
Vi??i,1134,933,56.7496698,21.5708519,Kreis?,V1199,,Aizputes novads,Lažas pagasts,
?eb?i,1135,935,56.7737377,21.524025,Kreis?,V1199,,Aizputes novads,Lažas pagasts,
Apri?i,1136,937,56.8086025,21.4993858,Kreis?,V1199,Tebras iela 1,Aizputes novads,Lažas pagasts,Apri?i
Dz?rvenieki,1137,940,56.7529608,21.4396849,Kreis?,V1192,,Aizputes novads,C?ravas pagasts,
V?rgales centrs,12180,941,56.6978345,21.1976689,Lab?,V1191,,P?vilostas novads,V?rgales pagasts,V?rgale
V?rgales centrs,1138,941,56.6980799,21.1971635,Kreis?,V1191,,P?vilostas novads,V?rgales pagasts,V?rgale
Mazl??i,1139,942,56.6157566,21.5098568,Kreis?,V1195,,Durbes novads,Vecpils pagasts,
V?tras,1140,943,56.7419082,21.7391558,Kreis?,V1200,,Aizputes novads,Kazdangas pagasts,
Cildi,1142,945,56.7661069,21.7101927,A/V,V1200,,Aizputes novads,Kazdangas pagasts,Cildi
Ievade,1143,947,56.6889005,21.5295148,Kreis?,V1197,,Aizputes novads,Aizputes pagasts,
Stro?i,1144,948,56.6626055,21.5529323,Kreis?,V1197,,Durbes novads,Vecpils pagasts,
Ostnieki,1145,951,56.6224316,21.5572612,Kreis?,V1197,,Durbes novads,Vecpils pagasts,
Vecpils,1146,952,56.6248646,21.4939145,Kreis?,V1195,,Durbes novads,Vecpils pagasts,Vecpils
Katr?nas,1147,953,56.6042349,21.4755107,Kreis?,V1203,,Durbes novads,Vecpils pagasts,
Ozoli,1148,954,56.5918006,21.4725993,Kreis?,V1203,,Durbes novads,Vecpils pagasts,
Durbes stacija,1149,956,56.5643397,21.3984304,Kreis?,V1204,,Durbes novads,Durbes pagasts,
P?avi?as,1150,957,56.5723435,21.4297902,Kreis?,V1204,,Durbes novads,Durbes pagasts,Krupmuiža
Padone,1151,958,56.5643792,21.4583141,A/V,V1204,,Durbes novads,,
V?rve,1152,960,56.5541926,21.3737439,Kreis?,V1206,,Durbes novads,Tadai?u pagasts,V?rve
Ievnieki,1153,961,56.5406407,21.3805582,Kreis?,V1206,,Durbes novads,Tadai?u pagasts,
Zieme?i,1154,965,56.5087384,21.4680591,Kreis?,V1206,,Priekules novads,Bunkas pagasts,
Tadai?i,1155,966,56.5292636,21.4169093,Kreis?,V1206,,Priekules novads,Bunkas pagasts,Tadai?i
Bunka,1156,967,56.4998193,21.499876,Kreis?,V1206,Liel? iela 1,Priekules novads,Bunkas pagasts,Bunka
V?toli,1157,970,56.4875692,21.8528633,Lab?,V1209,,Vai?odes novads,Emb?tes pagasts,
V?toli,1158,970,56.4881573,21.8528721,Kreis?,V1209,,Vai?odes novads,Emb?tes pagasts,
Velda,1159,971,56.4619631,21.8612564,Lab?,V1209,,Vai?odes novads,Vai?odes pagasts,
Da??i,1160,975,56.4491519,21.5191458,Kreis?,V1210,,Priekules novads,Priekules pagasts,
Paplakas stacija,1161,976,56.4466333,21.4958542,Kreis?,V1210,,Priekules novads,Virgas pagasts,
Sarmas,1162,977,56.451651,21.4668084,Kreis?,V1210,,Priekules novads,Virgas pagasts,Paplaka
Paplaka,1163,979,56.4532398,21.4430969,Kreis?,V1210,,Priekules novads,Virgas pagasts,
Skola,1164,981,56.4715187,21.413972,Kreis?,V1210,,Priekules novads,Virgas pagasts,
Virga,1165,982,56.4845823,21.4058392,Kreis?,V1210,,Priekules novads,Virgas pagasts,
J?rnieki,1166,984,56.4296611,21.5709708,Kreis?,V1211,,Priekules novads,Priekules pagasts,
Purms?ti,1167,985,56.4040307,21.5255303,Kreis?,V1211,D?rza iela 12,Priekules novads,Virgas pagasts,Purms?ti
Salmi?i,1168,986,56.3924088,21.4828406,Kreis?,V1211,,Priekules novads,Virgas pagasts,
Priednieki,1169,987,56.3817754,21.4602307,Kreis?,V1211,,Priekules novads,Virgas pagasts,
Priekule,1170,988,56.4435586,21.5951173,A/V,,Rai?a iela ,Priekules novads,Priekules pils?ta,Priekule
Kalnenieki,1171,989,56.4373318,21.6362558,Lab?,P135,,Priekules novads,Priekules pagasts,Kalnenieki
Kalnenieki,1172,989,56.4374507,21.6355601,Kreis?,P135,,Priekules novads,Priekules pagasts,
Gulbene,1173,990,56.4235726,21.6964222,Lab?,,,Vai?odes novads,Vai?odes pagasts,
Gulbene,1174,990,56.423029,21.6977838,Kreis?,,,Vai?odes novads,Vai?odes pagasts,
Kauli?i,1175,991,56.4224566,21.725656,Lab?,,,Vai?odes novads,Vai?odes pagasts,
Kauli?i,1176,991,56.4224088,21.7276517,Kreis?,,,Vai?odes novads,Vai?odes pagasts,
Auguste,1177,992,56.4218539,21.7615813,Lab?,,,Vai?odes novads,Vai?odes pagasts,Auguste
Auguste,1178,992,56.421903,21.7615076,Kreis?,,,Vai?odes novads,Vai?odes pagasts,Auguste
L?c?ni,1179,993,56.419084,21.8028079,Lab?,,,Vai?odes novads,Vai?odes pagasts,
L?c?ni,1180,993,56.4189315,21.803257,Kreis?,,,Vai?odes novads,Vai?odes pagasts,
Tigo?u iela,1181,994,56.4190379,21.8372769,Lab?,,Tirgo?u iela ,Vai?odes novads,Vai?odes pagasts,Vai?ode
Tirgo?u iela,1182,994,56.4188221,21.8379708,Kreis?,,Tirgo?u iela ,Vai?odes novads,Vai?odes pagasts,Vai?ode
Vai?ode,1183,995,56.4175572,21.8555191,A/V,,Rai?a iela ,Vai?odes novads,Vai?odes pagasts,Vai?ode
Griš?ni,1185,996,56.1369433,27.4615091,Lab?,P57,,Dagdas novads,Andrupenes pagasts,
Griš?ni,1186,996,56.1361547,27.4627145,Kreis?,P57,,Dagdas novads,Andrupenes pagasts,
Dilmani,1187,997,56.124633,27.4680374,Lab?,P57,,Dagdas novads,Andrupenes pagasts,
Dilmani,1188,997,56.1240756,27.4686103,Kreis?,P57,,Dagdas novads,Andrupenes pagasts,
Sloboda,1189,998,56.107282,27.491577,Lab?,P60,,Dagdas novads,Dagdas pagasts,
Sloboda,1190,998,56.106762,27.492253,Kreis?,P60,,Dagdas novads,Dagdas pagasts,
Razvilka,1191,999,56.1178333,27.4748966,Lab?,P60,,Dagdas novads,Andrupenes pagasts,
Razvilka,1192,999,56.1178984,27.4745263,Kreis?,P60,,Dagdas novads,Andrupenes pagasts,
Mur?ni,1193,1000,56.1174528,27.4455529,Lab?,P60,,Dagdas novads,Andrupenes pagasts,
Mur?ni,1194,1000,56.1177785,27.4445547,Kreis?,P60,,Dagdas novads,Andrupenes pagasts,
Rimš?ni,1195,1001,56.1212408,27.4100189,Lab?,P60,,Dagdas novads,Andrupenes pagasts,
Rimš?ni,1196,1001,56.121871,27.4070376,Kreis?,P60,,Dagdas novads,Andrupenes pagasts,
Astašova,1197,1002,56.1270395,27.3800591,Lab?,P60,,Dagdas novads,Andrupenes pagasts,Astašova
Astašova,1198,1002,56.1273818,27.3791986,Kreis?,P60,,Dagdas novads,Andrupenes pagasts,Astašova
Janovci,1199,1003,56.1322417,27.3346907,Lab?,P60,,Dagdas novads,Andrupenes pagasts,
Janovci,1200,1003,56.1323498,27.3345306,Kreis?,P60,,Dagdas novads,Andrupenes pagasts,
Jaunokra,1201,1004,56.1333924,27.3090565,Lab?,P60,,Aglonas novads,Kastu?inas pagasts,
Jaunokra,1202,1004,56.1332731,27.3070402,Kreis?,P60,,Aglonas novads,Kastu?inas pagasts,Jaunokra
Peso?ki,1203,1005,56.134204,27.2643866,Lab?,P60,,Aglonas novads,Kastu?inas pagasts,
Peso?ki,1204,1005,56.1342336,27.2637135,Kreis?,P60,,Aglonas novads,Kastu?inas pagasts,
Kauška?i,1205,1006,56.1413141,27.2399323,Lab?,P60,,Aglonas novads,Kastu?inas pagasts,
Kauška?i,1206,1006,56.14147,27.2392561,Kreis?,P60,,Aglonas novads,Kastu?inas pagasts,
Priežmale,1208,1007,56.1426446,27.2116852,A/V,P60,,Aglonas novads,Kastu?inas pagasts,Priežmale
Ogureckaja,1209,1008,56.1483703,27.1734138,Lab?,P60,,Aglonas novads,Kastu?inas pagasts,
Ogureckaja,1210,1008,56.1485646,27.1728001,Kreis?,P60,,Aglonas novads,Kastu?inas pagasts,
Krasti?i,1211,1009,56.1467358,27.1487783,Lab?,P60,,Aglonas novads,Kastu?inas pagasts,
Krasti?i,1212,1009,56.1464511,27.1479081,Kreis?,P60,,Aglonas novads,Kastu?inas pagasts,
Ezerkalns,1213,1010,55.9142773,27.2072747,Lab?,P61,,Kr?slavas novads,Kr?slavas pagasts,Pastari
Ezerkalns,1214,1010,55.9144191,27.2080512,Kreis?,P61,,Kr?slavas novads,Kr?slavas pagasts,Pastari
Balt?,1217,1012,55.9298564,27.2546577,Lab?,P61,,Kr?slavas novads,Kr?slavas pagasts,
Balt?,1218,1012,55.9298956,27.255463,Kreis?,P61,,Kr?slavas novads,Kr?slavas pagasts,
Migl?ni,1219,1013,55.9386508,27.2716192,Lab?,P61,,Kr?slavas novads,Kr?slavas pagasts,
Migl?ni,1220,1013,55.9388628,27.2723394,Kreis?,P61,,Kr?slavas novads,Kr?slavas pagasts,
Voini,1221,1014,55.945982,27.2962592,Lab?,P61,,Kr?slavas novads,Kr?slavas pagasts,
Voini,1222,1014,55.9461691,27.2972335,Kreis?,P61,,Kr?slavas novads,Kr?slavas pagasts,
Ezeri?i,1223,1015,55.9513929,27.3200673,Lab?,P61,,Kr?slavas novads,Skaistas pagasts,
Ezeri?i,1224,1015,55.9512919,27.3209549,Kreis?,P61,,Kr?slavas novads,Skaistas pagasts,
V?veri,1225,1016,55.9565875,27.3483215,Lab?,P61,,Kr?slavas novads,Skaistas pagasts,
V?veri,1226,1016,55.9566223,27.3490362,Kreis?,P61,,Kr?slavas novads,Skaistas pagasts,
Geibi,1227,1017,55.9613468,27.3704562,Lab?,P61,,Kr?slavas novads,Skaistas pagasts,
Geibi,1228,1017,55.9613498,27.371258,Kreis?,P61,,Kr?slavas novads,Skaistas pagasts,
Vece?i,1229,1018,55.9684513,27.4012018,Lab?,P61,,Kr?slavas novads,Skaistas pagasts,
Vece?i,1230,1018,55.9689531,27.4023771,Kreis?,P61,,Kr?slavas novads,Skaistas pagasts,
Put?ni,1231,1019,55.9863607,27.4253772,Lab?,P61,,Kr?slavas novads,Skaistas pagasts,
Put?ni,1232,1019,55.9865153,27.4257007,Kreis?,P61,,Kr?slavas novads,Skaistas pagasts,
?udviki,1233,1021,56.0214764,27.4521283,Lab?,P61,,Kr?slavas novads,Skaistas pagasts,
?udviki,1234,1021,56.0219038,27.4524722,Kreis?,P61,,Kr?slavas novads,Skaistas pagasts,
Perve?iš?i,4397,129,56.0454973,27.4745024,Lab?,P61,,Dagdas novads,Konstantinovas pagasts,
Uzvara,1235,1023,56.0454973,27.4745024,Lab?,P61,,Dagdas novads,Konstantinovas pagasts,
Uzvara,1236,1023,56.0527023,27.4815949,Kreis?,P61,,Dagdas novads,Konstantinovas pagasts,
Bronki,1237,1024,56.0527023,27.4815949,Lab?,P61,,Dagdas novads,Konstantinovas pagasts,
Bronki,1238,1024,56.0697527,27.4972159,Kreis?,P61,,Dagdas novads,Konstantinovas pagasts,
Dz?rumu pagrieziens,1239,1026,56.7107751,24.2472411,Kreis?,A7,,Olaines novads,Olaines pagasts,
Dz?rumu pagrieziens,1240,1026,56.7084242,24.2461315,Lab?,A7,,Olaines novads,Olaines pagasts,
Augstkalne ,1241,1028,55.9081281,27.1546554,Lab?,P62,P62 4-6,Kr?slavas novads,?dr?šu pagasts,Augstkalne
Augstkalne ,1242,1028,55.9086094,27.154929,Kreis?,P62,P62 7-9,Kr?slavas novads,?dr?šu pagasts,Augstkalne
Aišpurovka,1247,1031,55.9590571,27.1622471,Lab?,P62,,Kr?slavas novads,?dr?šu pagasts,
Aišpurovka,1248,1031,55.9595635,27.1626873,Kreis?,P62,,Kr?slavas novads,?dr?šu pagasts,
Strazdes skola,1249,1032,57.13027,22.7244566,Kreis?,,,Talsu novads,Strazdes pagasts,Strazde
Kombu?i ,1250,1033,55.9921127,27.1577883,Lab?,P62,,Kr?slavas novads,Kombu?u pagasts,
Kombu?i,1251,1033,55.9767413,27.1780535,Kreis?,P62,P62 2,Kr?slavas novads,Kombu?u pagasts,Kombu?i
Pliv?i,1252,1034,56.0057776,27.1483025,Lab?,P62,,Kr?slavas novads,Kombu?u pagasts,
Pliv?i,1253,1034,56.0052931,27.1486854,Kreis?,P62,,Kr?slavas novads,Kombu?u pagasts,
Trupi,1254,1035,56.0164293,27.1404547,Lab?,P62,,Aglonas novads,Gr?veru pagasts,
Trupi ,1255,1035,56.016025,27.1406943,Kreis?,P62,,Aglonas novads,Gr?veru pagasts,
Raginski,1256,1036,56.0311667,27.1477891,Lab?,P62,,Aglonas novads,Gr?veru pagasts,
Raginski,1257,1036,56.0315328,27.1481527,Kreis?,P62,,Aglonas novads,Gr?veru pagasts,
Sakova,1258,1037,56.0494172,27.1485291,Lab?,P62,,Aglonas novads,Gr?veru pagasts,
Sakova,1259,1037,56.0497881,27.1484953,Kreis?,P62,,Aglonas novads,Gr?veru pagasts,
Gr?veri,1261,1038,56.0699289,27.1267928,Kreis?,P62,,Aglonas novads,Gr?veru pagasts,
Darbn?cas,1262,1039,56.3740378,24.6252497,Lab?,V1020,,Vecumnieku novads,Skaistkalnes pagasts,
Darbn?cas,1263,1039,56.3748956,24.6262616,Kreis?,V1020,,Vecumnieku novads,Skaistkalnes pagasts,Skaistkalne 
Borovka,1264,1040,56.0912633,27.1039551,Lab?,P62,,Aglonas novads,Š?eltovas pagasts,
Borovka,1265,1040,56.0915709,27.1038899,Kreis?,P62,,Aglonas novads,Š?eltovas pagasts,
L?das,1266,1041,57.1346863,22.6689257,Kreis?,V1397,,Talsu novads,Virbu pagasts,L?das
Kaplava,1267,1042,55.86099,27.0351181,Lab?,P69,P69 13,Kr?slavas novads,Kaplavas pagasts,Kaplava
Kaplava,1268,1042,55.860543,27.0362882,Kreis?,P69,Kr?slavas iela 15,Kr?slavas novads,Kaplavas pagasts,Kaplava
Simukliški,1269,1043,55.8527989,27.0704351,Lab?,P69,,Kr?slavas novads,Kaplavas pagasts,Kaplava
Simukliški,1270,1043,55.852615,27.0713677,Kreis?,P69,,Kr?slavas novads,Kaplavas pagasts,Kaplava
T?rumi,1271,1047,57.1395276,22.6196464,Kreis?,V1409,,Talsu novads,Virbu pagasts,
Vecbebri,1272,9587,56.7206009,25.4886878,Lab?,V921,,Kokneses novads,Bebru pagasts,Vecbebri
Zabari,1274,1049,56.0608042,27.5646356,Lab?,V606,,Dagdas novads,Dagdas pagasts,
Zabari,1275,1049,56.0602184,27.5648012,Kreis?,V606,,Dagdas novads,Dagdas pagasts,
Dervaniš?i,1276,1051,56.0356834,27.5929416,Lab?,V606,,Dagdas novads,As?nes pagasts,
Dervaniš?i,1277,1051,56.0353882,27.5932526,Kreis?,V606,,Dagdas novads,As?nes pagasts,
Klabovci,1281,1053,56.0136618,27.6522244,Kreis?,V606,,Dagdas novads,As?nes pagasts,
Borisovka,1283,1054,56.0002167,27.676636,Kreis?,V606,,Dagdas novads,?epovas pagasts,
Melkeri,1284,1055,55.9955777,27.7058887,Lab?,V606,,Dagdas novads,?epovas pagasts,
K?ukuški,1287,1057,56.1767211,27.5258559,Kreis?,V609,,Dagdas novads,Andze?u pagasts,
Ruduški,1291,1060,56.222077,27.5069142,Kreis?,V609,,Dagdas novads,Andze?u pagasts,Ruduški
Mariampole,1292,1061,56.1605444,27.3865955,Lab?,V610,,Dagdas novads,Andrupenes pagasts,Mariampole
Mariampole,1293,1061,56.1606396,27.3854414,Kreis?,V610,,Dagdas novads,Andrupenes pagasts,Mariampole
Biža,1295,1062,56.1567185,27.3636792,Kreis?,V610,,Dagdas novads,Andrupenes pagasts,
Jaunokra,1297,1063,56.1349014,27.3118575,Kreis?,V610,,Dagdas novads,Andrupenes pagasts,
Vecokra,1299,1064,56.1242776,27.2834426,Kreis?,V610,,Dagdas novads,Andrupenes pagasts,
Strodi,1300,1065,56.1083685,27.2450996,Lab?,V610,,Dagdas novads,Andrupenes pagasts,
Strodi,1301,1065,56.1085685,27.2454209,Kreis?,V610,,Dagdas novads,Andrupenes pagasts,
Voveri,1303,1066,56.1083685,27.2450996,Kreis?,V610,,Dagdas novads,Andrupenes pagasts,
Sloboda,1305,1067,56.08145,27.1831648,Kreis?,V610,,Aglonas novads,Gr?veru pagasts,
Ro?e?i,1306,1069,56.0577297,27.1603157,Lab?,V610,,Aglonas novads,Gr?veru pagasts,
Jauncekule,1308,1071,56.9214304,24.4218163,A/V,,,Salaspils novads,Salaspils pagasts,
Š?edrati,1310,1072,56.0947725,27.4078145,Kreis?,V612,,Dagdas novads,Konstantinovas pagasts,
Vecokra,1312,1073,56.119399,27.2874985,Kreis?,V613,,Dagdas novads,Andrupenes pagasts,
Stankevi?i,1315,1075,56.1043515,27.3236984,Lab?,V613,,Dagdas novads,Andrupenes pagasts,
Ignatova,1319,1077,56.1048566,27.3908514,Lab?,V613,,Dagdas novads,Konstantinovas pagasts,
Skudri?i,1321,1078,56.067952,27.4828445,Lab?,V614,,Dagdas novads,Konstantinovas pagasts,
Skudri?i,1322,1078,56.0678844,27.4822162,Kreis?,V614,,Dagdas novads,Konstantinovas pagasts,
Konstantinova 1,1323,1080,56.0637433,27.4381344,Lab?,V614,P?avu iela 1,Dagdas novads,Konstantinovas pagasts,Konstantinova
Konstantinova 1,1324,1080,56.0637965,27.437525,Kreis?,V614,P?avu iela 13,Dagdas novads,Konstantinovas pagasts,Konstantinova
Auleja ,1325,1081,56.0589599,27.2559849,Lab?,V614,,Kr?slavas novads,Aulejas pagasts,
Auleja,1326,1081,56.0576507,27.278558,Kreis?,V614,Roberta Pudnika iela 1,Kr?slavas novads,Aulejas pagasts,Auleja
Andrupene,1327,1082,56.1841239,27.3925089,A/V,V615,Dagdas iela 2,Dagdas novads,Andrupenes pagasts,Andrupene
Artjomovka,1329,1084,56.133173,27.5295399,Lab?,V616,,Dagdas novads,Andze?u pagasts,
Artjomovka,1330,1084,56.1340359,27.529657,Kreis?,V616,,Dagdas novads,Andze?u pagasts,
Zigmani,1331,1085,56.1521848,27.5309571,Lab?,V616,,Dagdas novads,Andze?u pagasts,
Zigmani,1332,1085,56.1522018,27.5308247,Kreis?,V616,,Dagdas novads,Andze?u pagasts,
Kondraši,1333,1086,56.1671633,27.5243346,Lab?,V616,,Dagdas novads,Andze?u pagasts,
Andze?i,1335,1087,56.1693019,27.5528176,Lab?,V616,,Dagdas novads,Andze?u pagasts,Andze?i
Vaivodi,1337,1089,56.1537441,27.6937768,Lab?,V618,,Dagdas novads,Ezernieku pagasts,
Dabra?ina,1339,1090,56.139149,27.7291263,Lab?,V618,Miera iela 48,Dagdas novads,Svari?u pagasts,Svarinci
Svari?i,1341,1091,56.1261877,27.7488688,A/V,V618,Miera iela 15,Dagdas novads,Svari?u pagasts,Svarinci
Beresni,1344,1093,56.1123331,27.8068058,Kreis?,V618,,Dagdas novads,Svari?u pagasts,
Rusecki,1346,1094,56.1043615,27.8353114,Kreis?,V618,,Dagdas novads,B?rzi?u pagasts,
Zezju?ka,1347,1096,56.0988408,27.8761759,Lab?,V618,Meža iela 3,Dagdas novads,B?rzi?u pagasts,Pore?je
Zezju?ka,1348,1096,56.0981021,27.877555,Kreis?,V618,Meža iela 14,Dagdas novads,B?rzi?u pagasts,Pore?je
Punduri,1349,1097,56.1046887,27.901251,Lab?,V618,Kalnu iela 11,Dagdas novads,B?rzi?u pagasts,Punduri
Punduri,1350,1097,56.1046548,27.9014662,Kreis?,V618,Kalnu iela 13,Dagdas novads,B?rzi?u pagasts,Punduri
Andž?ni,1351,1099,56.1121475,27.9451659,Lab?,V618,,Dagdas novads,B?rzi?u pagasts,
Andž?ni,1352,1099,56.1120785,27.9453546,Kreis?,V618,,Dagdas novads,B?rzi?u pagasts,
Š?aune,1356,1101,56.1402222,28.0045059,Kreis?,V618,Miera iela 17,Dagdas novads,Š?aunes pagasts,Š?aune
Alženova-2,1357,1102,56.0895816,27.5921314,Lab?,V619,,Dagdas novads,Dagdas pagasts,
Alženova-2,1358,1102,56.089604,27.5929502,Kreis?,V619,,Dagdas novads,Dagdas pagasts,
Veiziniški,1359,1104,56.0772641,27.6439186,Lab?,V619,,Dagdas novads,Svari?u pagasts,
Veiziniški,1360,1104,56.0772506,27.6439503,Kreis?,V619,,Dagdas novads,Svari?u pagasts,
Sp??ukalns,1361,1106,56.0745153,27.6941917,Lab?,V619,,Dagdas novads,Svari?u pagasts,
Sp??ukalns,1362,1106,56.0739465,27.6967698,Kreis?,V619,,Dagdas novads,Svari?u pagasts,
Zezu?ova,1363,1109,56.0655856,27.8013098,Lab?,V619,,Dagdas novads,B?rzi?u pagasts,
Zezu?ova,1364,1109,56.065518,27.8017101,Kreis?,V619,,Dagdas novads,B?rzi?u pagasts,
Kromaniški,1365,1110,56.0849912,27.6938672,Lab?,V620,,Dagdas novads,Svari?u pagasts,
Kromaniški,1366,1110,56.0849912,27.6938672,Kreis?,V620,,Dagdas novads,Svari?u pagasts,
Rutki,1367,1111,56.093943,27.7313428,Lab?,V620,,Dagdas novads,B?rzi?u pagasts,
Rutki,1368,1111,56.0939244,27.7312649,Kreis?,V620,,Dagdas novads,B?rzi?u pagasts,
Puš?a,1369,1114,56.0693964,27.8485094,Lab?,V621,,Dagdas novads,B?rzi?u pagasts,
Apa?i,1372,1118,55.9947481,27.7522621,Kreis?,V622,,Dagdas novads,?epovas pagasts,Apa?i
Robežnieki,1373,1119,55.9757135,27.6037274,Lab?,V628,Priežu iela 2-4,Kr?slavas novads,Robežnieku pagasts,Robežnieki
Pleiki,1377,1123,55.9453232,27.5019675,Lab?,V627,,Kr?slavas novads,Robežnieku pagasts,
Zare?je,1378,1124,55.942705,27.4832342,Lab?,V627,,Kr?slavas novads,Robežnieku pagasts,
Zare?je,1379,1124,55.94258,27.4831715,Kreis?,V627,,Kr?slavas novads,Robežnieku pagasts,
Manuha,1380,1125,55.9332246,27.4697691,Lab?,V627,,Kr?slavas novads,Kalniešu pagasts,
Manuha,1381,1125,55.9323548,27.467604,Kreis?,V627,,Kr?slavas novads,Kalniešu pagasts,
Pakuliš?i,1382,1126,55.9247859,27.4233142,Lab?,V627,,Kr?slavas novads,Kalniešu pagasts,
Pakuliš?i,1383,1126,55.9247,27.422124,Kreis?,V627,,Kr?slavas novads,Kalniešu pagasts,
Evarti,1384,1127,55.9094589,27.3862518,Lab?,V627,,Kr?slavas novads,Kalniešu pagasts,
Evarti,1385,1127,55.9093165,27.3854244,Kreis?,V627,,Kr?slavas novads,Kalniešu pagasts,
Gromiki,1386,1130,55.9818436,27.6410553,Lab?,V628,,Kr?slavas novads,Robežnieku pagasts,
Gromiki,1387,1130,55.9816853,27.6412597,Kreis?,V628,,Kr?slavas novads,Robežnieku pagasts,
Suhorukovka,1390,1132,56.0016472,27.6401154,Lab?,V628,,Kr?slavas novads,Robežnieku pagasts,
Suhorukovka,1391,1132,56.0017007,27.6400022,Kreis?,V628,,Kr?slavas novads,Robežnieku pagasts,
Piedruja,1393,1134,55.7972903,27.4491906,Lab?,V631,,Kr?slavas novads,Piedrujas pagasts,Piedruja
Puncu?i,1395,1136,56.0584239,27.4253165,Lab?,V632,,Dagdas novads,Konstantinovas pagasts,
Vitrupe,1400,1141,57.5943018,24.515199,Lab?,V138,,Limbažu novads,Vi??enes pagasts,Vitrupe
Vitrupe,1401,1141,57.5932186,24.5151985,Kreis?,V138,,Limbažu novads,Vi??enes pagasts,Vitrupe
Priedaine,1402,1142,55.8923548,27.1517891,Lab?,,Klus? iela (t.sk. P69),Kr?slavas novads,Kr?slavas pils?ta,Klus? iela
Priedaine,1403,1142,55.8927133,27.1522752,Kreis?,,Klus? iela ( t.sk.P69),Kr?slavas novads,Kr?slavas pils?ta,Klus? iela
Dvoriš?e,1404,1144,55.8563416,27.1630829,Lab?,V633,,Kr?slavas novads,Kaplavas pagasts,
Te?ki,1406,1146,55.8396672,27.1778058,Lab?,V633,,Kr?slavas novads,Kaplavas pagasts,
Bru?enieki,1408,1148,55.8358332,27.2404185,Lab?,V633,,Kr?slavas novads,Kaplavas pagasts,
Varnavi?i,1411,1149,55.8291839,27.2880796,Kreis?,V633,,Kr?slavas novads,Kaplavas pagasts,Varnavi?i
?dr?ši,1412,1150,55.9098552,27.1344499,Lab?,V636,,Kr?slavas novads,?dr?šu pagasts,
?dr?ši,1413,1150,55.9101569,27.1339206,Kreis?,V636,,Kr?slavas novads,?dr?šu pagasts,
Cau?i,1414,1151,55.917051,27.1156892,Lab?,V636,,Kr?slavas novads,?dr?šu pagasts,
Lemešovka,1416,1152,55.925503,27.0960011,Lab?,V636,,Kr?slavas novads,?dr?šu pagasts,
?udvikova,1418,1153,55.9431595,27.0599987,Lab?,V636,,Kr?slavas novads,?dr?šu pagasts,
Leikumi,1422,1155,55.9668603,27.0111178,Lab?,V636,,Kr?slavas novads,Izvaltas pagasts,
Truli,1424,1156,55.9816834,26.9960005,Lab?,V636,,Kr?slavas novads,Izvaltas pagasts,
Suveizdi,1426,1157,55.9980178,27.0082301,Lab?,V636,,Aglonas novads,Š?eltovas pagasts,
Borovije ,1431,1160,56.042785,27.0013929,Lab?,V636,,Aglonas novads,Š?eltovas pagasts,
Borovije,1432,1160,56.0429373,27.0016238,Kreis?,V636,,Aglonas novads,Š?eltovas pagasts,
Aleksandrova,1433,1161,56.0820662,27.4273265,Lab?,V612,,Dagdas novads,Konstantinovas pagasts,
Aleksandrova,1434,1161,56.0820878,27.4277685,Kreis?,V612,,Dagdas novads,Konstantinovas pagasts,
Marhilevi?i,1435,1162,56.0664112,27.0127623,Lab?,V636,,Aglonas novads,Š?eltovas pagasts,
Marhilevi?i,1436,1162,56.0665821,27.0129993,Kreis?,V636,,Aglonas novads,Š?eltovas pagasts,
Izvalta,1438,1163,55.9567793,27.0239519,Kreis?,V636,Saules iela 2,Kr?slavas novads,Izvaltas pagasts,Izvalta
Br?veri,1440,1164,56.0478168,27.047141,Kreis?,V641,,Aglonas novads,Š?eltovas pagasts,
Kudi?i,1441,1166,56.0634858,27.0973649,Lab?,V641,,Aglonas novads,Š?eltovas pagasts,
Kudi?i,1442,1166,56.0632059,27.0985225,Kreis?,V641,,Aglonas novads,Š?eltovas pagasts,
Gr?veri,1443,1167,56.0697426,27.1269645,Lab?,P62,,Aglonas novads,Gr?veru pagasts,
Kombu?i,1445,1168,55.9825965,27.1904163,Lab?,V642,Kr?slavas iela 24,Kr?slavas novads,Kombu?u pagasts,Kombu?i
Kombu?i,1446,1168,55.9827519,27.1910196,Kreis?,V642,Kr?slavas iela 13,Kr?slavas novads,Kombu?u pagasts,Kombu?i
Sauleskalns,1447,1170,55.9966478,27.2256197,Lab?,V642,,Kr?slavas novads,Kombu?u pagasts,
Sauleskalns,1448,1170,55.9971335,27.2258462,Kreis?,V642,,Kr?slavas novads,Kombu?u pagasts,
Mati?i,1449,1171,56.0119448,27.2240044,Lab?,V642,,Kr?slavas novads,Kombu?u pagasts,
Dzalbi,1451,1172,56.02564,27.2372975,Lab?,V642,,Kr?slavas novads,Aulejas pagasts,
Dzalbi,1452,1172,56.0260349,27.2378323,Kreis?,V642,,Kr?slavas novads,Aulejas pagasts,
Lesnije Doski,1453,1173,56.0371133,27.2410159,Lab?,V642,,Kr?slavas novads,Aulejas pagasts,
Ezergals,1455,1174,56.0510727,27.2443653,Lab?,V642,,Kr?slavas novads,Aulejas pagasts,
